Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
HUN,Huntsman Corporation,23.84,6019020450,n/a,2005,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/hun
H,Hyatt Hotels Corporation,57.54,7220662263,n/a,2009,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/h
IAG,Iamgold Corporation,5.43,2522863550,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/iag
IDA,"IDACORP, Inc.",89.27,4498376004,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ida
IEX,IDEX Corporation,111.81,8531988423,n/a,1989,Capital Goods,Fluid Controls,http://www.nasdaq.com/symbol/iex
IBA,"Industrias Bachoco, S.A. de C.V.",56.49,2824500000,n/a,1997,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/iba
NGVT,Ingevity Corporation,58.88,2481271030,n/a,2016,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/ngvt
INGR,Ingredion Incorporated,118.11,8461518510,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/ingr
IGT,International Game Technology,18.44,3732809200,n/a,2015,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/igt
IPG,"Interpublic Group of Companies, Inc. (The)",24.45,9660442703,n/a,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/ipg
INXN,InterXion Holding N.V.,44.11,3132471650,n/a,2011,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/inxn
XON,Intrexon Corporation,22.78,2724627892,n/a,2013,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/xon
INVH,Invitation Homes Inc.,21.41,6645163734,n/a,2017,Finance,Real Estate,http://www.nasdaq.com/symbol/invh
IRM,Iron Mountain Incorporated,34.21,9035426218,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/irm
ICL,Israel Chemicals Shs,4.42,5641643389,n/a,2014,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/icl
ITCB,Ita? CorpBanca,14.39,4915688841,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/itcb
ITT,ITT Inc.,40.02,3549774000,n/a,2011,Capital Goods,Fluid Controls,http://www.nasdaq.com/symbol/itt
JBL,Jabil Inc.,30.85,5623660598,n/a,1993,Technology,Electrical Products,http://www.nasdaq.com/symbol/jbl
JEC,Jacobs Engineering Group Inc.,55,6623367685,n/a,n/a,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/jec
JAG,Jagged Peak Energy Inc.,13.29,2829848405,n/a,2017,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/jag
JHX,James Hardie Industries plc.,15.16,6683184049,n/a,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/jhx
JELD,"JELD-WEN Holding, Inc.",33.32,3496535093,n/a,2017,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/jeld
JBT,John Bean Technologies Corporation,88.6,2801804799,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/jbt
JLL,Jones Lang LaSalle Incorporated,120.18,5442595265,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/jll
KS,KapStone Paper and Packaging Corporation,21.87,2116850313,n/a,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/ks
KAR,"KAR Auction Services, Inc",44.08,6045564947,n/a,2009,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/kar
KATE,Kate Spade & Company,18.48,2376614320,n/a,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/kate
KYN,Kayne Anderson MLP Investment Company,18.92,2144837988,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/kyn
KBR,"KBR, Inc.",14.92,2135864707,n/a,2006,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/kbr
KMPR,Kemper Corporation,40.65,2085060694,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/kmpr
KMT,Kennametal Inc.,41.62,3352665721,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/kmt
KW,Kennedy-Wilson Holdings Inc.,19.35,2210500463,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/kw
KEYS,Keysight Technologies Inc.,36.6,6784466824,n/a,2014,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/keys
KRC,Kilroy Realty Corporation,76.72,7540303906,n/a,1997,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/krc
KIM,Kimco Realty Corporation,19.44,8274734775,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/kim
KGC,Kinross Gold Corporation,4.27,5323772330,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/kgc
KEX,Kirby Corporation,70.45,3804722700,n/a,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/kex
KKR,KKR & Co. L.P.,19.11,8824955977,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/kkr
KNX,"Knight Transportation, Inc.",36.2,2911209285,n/a,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/knx
KSS,Kohl&#39;s Corporation,38.04,6485111809,n/a,1992,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/kss
KOS,Kosmos Energy Ltd.,6.45,2500624320,n/a,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/kos
KRO,Kronos Worldwide Inc,18.67,2163742810,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/kro
KT,KT Corporation,16.29,7981176129,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/kt
LW,"Lamb Weston Holdings, Inc.",45.98,6716232297,n/a,2016,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/lw
LPI,"Laredo Petroleum, Inc.",12.22,2963198619,n/a,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lpi
LHO,LaSalle Hotel Properties,30.73,3479234682,n/a,1998,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lho
LTM,LATAM Airlines Group S.A.,11.48,6961560316,n/a,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/ltm
LAZ,Lazard Ltd.,45.17,5538238864,n/a,2005,Finance,Investment Managers,http://www.nasdaq.com/symbol/laz
LCII,LCI Industries ,98.45,2451922945,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lcii
LM,"Legg Mason, Inc.",39.34,3771159269,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/lm
LEG,"Leggett & Platt, Incorporated",52.57,6955395129,n/a,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/leg
LDOS,"Leidos Holdings, Inc.",55.69,8411062465,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ldos
LC,LendingClub Corporation,5.8,2342387408,n/a,2014,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/lc
LII,"Lennox International, Inc.",184.55,7875423030,n/a,1999,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lii
LUK,Leucadia National Corporation,25.88,9312099726,n/a,n/a,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/luk
LXP,Lexington Realty Trust,10.24,2461700915,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lxp
LPT,Liberty Property Trust,42.35,6234448528,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lpt
LSI,"Life Storage, Inc.",74.13,3446753298,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lsi
LN,LINE Corporation,35.53,7780945645,n/a,2016,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/ln
LAD,"Lithia Motors, Inc.",96.4,2413718052,n/a,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/lad
LYV,"Live Nation Entertainment, Inc.",35.86,7373208093,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/lyv
LPX,Louisiana-Pacific Corporation,24.08,3485507856,n/a,n/a,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/lpx
LXFT,"Luxoft Holding, Inc.",61.45,2060615017,n/a,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/lxft
MAC,Macerich Company (The),59.39,8420278388,n/a,1994,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mac
CLI,Mack-Cali Realty Corporation,28.15,2529985247,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cli
MIC,Macquarie Infrastructure Company,77.42,6380950439,n/a,2004,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/mic
BMA,Macro Bank Inc.,88.05,5147077391,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bma
M,Macy&#39;s Inc,22.26,6778319454,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/m
MAIN,Main Street Capital Corporation,38.97,2179302202,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/main
MNK,Mallinckrodt plc,43.16,4287798565,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mnk
MANU,Manchester United Ltd.,16.3,2673612064,n/a,2012,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/manu
MAN,ManpowerGroup,105.48,7075487224,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/man
VAC,Marriot Vacations Worldwide Corporation,121.36,3294749727,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/vac
DOOR,Masonite International Corporation,76.25,2276587405,n/a,n/a,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/door
MTZ,"MasTec, Inc.",45.5,3763242119,n/a,n/a,Basic Industries,Water Supply,http://www.nasdaq.com/symbol/mtz
MTDR,Matador Resources Company,23.85,2389489405,n/a,2012,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mtdr
MMS,"Maximus, Inc.",64.24,4164173695,n/a,1997,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/mms
MDU,"MDU Resources Group, Inc.",27.15,5302513808,n/a,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/mdu
MPW,"Medical Properties Trust, Inc.",13.21,4808366711,n/a,2005,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mpw
MD,"Mednax, Inc",57.31,5330726156,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/md
MCY,Mercury General Corporation,55.4,3064233666,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mcy
MDP,Meredith Corporation,58.5,2608487622,n/a,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/mdp
MFA,"MFA Financial, Inc.",8.52,3180722286,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mfa
MTG,MGIC Investment Corporation,11.28,4179878008,n/a,1991,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mtg
KORS,Michael Kors Holdings Limited,34.77,5418526411,n/a,2011,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/kors
MTX,Minerals Technologies Inc.,74.95,2629713913,n/a,1992,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/mtx
MBT,Mobile TeleSystems OJSC,9.7,9480965619,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/mbt
MOH,Molina Healthcare Inc,68.06,3879692240,n/a,2003,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/moh
MOS,Mosaic Company (The),23.7,8319106929,n/a,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/mos
MSA,MSA Safety Incorporporated,82.58,3133081979,n/a,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/msa
MSM,"MSC Industrial Direct Company, Inc.",83.61,4760594541,n/a,1995,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/msm
MSCI,MSCI Inc,105.9,9579281610,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/msci
MSG,MSG Networks Inc.,193.85,4563961947,n/a,2015,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/msg
MULE,"MuleSoft, Inc.",24.96,3214520375,n/a,2017,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mule
MUR,Murphy Oil Corporation,26.31,4539689128,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mur
MUSA,Murphy USA Inc.,68.54,2520602366,n/a,2013,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/musa
NBR,Nabors Industries Ltd.,8.99,2569348581,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/nbr
NFG,National Fuel Gas Company,57.32,4896105707,n/a,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/nfg
NHI,"National Health Investors, Inc.",77.59,3179897661,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nhi
NNN,National Retail Properties,38.78,5783628647,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nnn
SID,National Steel Company,1.91,2592124120,n/a,n/a,Capital Goods,Steel/Iron Ore,http://www.nasdaq.com/symbol/sid
NAV,Navistar International Corporation,28.7,2816859195,n/a,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/nav
NCR,NCR Corporation,40.83,4952679000,n/a,n/a,Miscellaneous,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/ncr
NVRO,Nevro Corp.,73.58,2155563479,n/a,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nvro
NEWR,"New Relic, Inc.",41.94,2244033881,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/newr
NRZ,New Residential Investment Corp.,16.65,5117113048,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nrz
NYCB,"New York Community Bancorp, Inc.",13.77,6734275756,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/nycb
NYT,New York Times Company (The),17.9,2891753055,n/a,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/nyt
NFX,Newfield Exploration Company,31.11,6196942699,n/a,1993,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/nfx
NJR,NewJersey Resources Corporation,42.8,3699584792,n/a,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/njr
NEU,NewMarket Corporation,467.47,5540742869,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/neu
NI,"NiSource, Inc",25.82,8364606843,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/ni
NOMD,Nomad Foods Limited,14.19,2583837546,n/a,2016,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/nomd
OSB,Norbord Inc.,29.77,2562594723,n/a,n/a,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/osb
NORD,"Nord Anglia Education, Inc.",32.36,3371090218,n/a,2014,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/nord
JWN,"Nordstrom, Inc.",46.38,7701494775,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/jwn
NTL,Nortel Inversora SA,30.7,4175724970,n/a,1997,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ntl
NWE,NorthWestern Corporation,62.52,3028786277,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/nwe
NRG,"NRG Energy, Inc.",16.94,5354432824,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/nrg
NYLD,"NRG Yield, Inc.",17.7,3244013184,n/a,2015,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/nyld
NUS,"Nu Skin Enterprises, Inc.",59.18,3127094162,n/a,1996,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/nus
NS,Nustar Energy L.P.,46.01,4280348258,n/a,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/ns
NVG,Nuveen AMT-Free Municipal Credit Income Fund,15.08,3054497657,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/nvg
NUV,Nuveen AMT-Free Municipal Value Fund,10.1,2089442035,n/a,1987,n/a,n/a,http://www.nasdaq.com/symbol/nuv
NEA,Nuveen AMT-Free Quality Municipal Income Fund,13.65,3586897137,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/nea
NAC,Nuveen California Quality Municipal Income Fund,15.01,2178026936,n/a,1999,n/a,n/a,http://www.nasdaq.com/symbol/nac
NZF,Nuveen Municipal Credit Income Fund,14.98,2129046072,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/nzf
NAD,Nuveen Quality Municipal Income Fund,14.1,2846539965,n/a,1999,n/a,n/a,http://www.nasdaq.com/symbol/nad
JPS,Nuveen Quality Preferred Income Fund 2,10.09,2056414961,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/jps
NVR,"NVR, Inc.",2431.28,9111897696,n/a,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/nvr
OAK,"Oaktree Capital Group, LLC",47.4,7394121715,n/a,2012,Finance,Investment Managers,http://www.nasdaq.com/symbol/oak
OAS,Oasis Petroleum Inc.,9.75,2314967967,n/a,2010,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/oas
OII,"Oceaneering International, Inc.",25.59,2514469741,n/a,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/oii
OGE,OGE Energy Corporation,35.53,7095486637,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/oge
ORI,Old Republic International Corporation,20.2,5324450653,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ori
OLN,Olin Corporation,30.6,5076251167,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/oln
OHI,"Omega Healthcare Investors, Inc.",32.59,6414007396,n/a,1992,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ohi
ASGN,"On Assignment, Inc.",54.08,2856337682,n/a,1992,Technology,Professional Services,http://www.nasdaq.com/symbol/asgn
OGS,"ONE Gas, Inc.",71.64,3756468474,n/a,2014,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/ogs
OMF,"OneMain Holdings, Inc.",22.8,3084789886,n/a,2013,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/omf
OA,"Orbital ATK, Inc.",99.27,5729181224,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/oa
ORA,"Ormat Technologies, Inc.",61.24,3044022998,n/a,2004,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ora
OSK,Oshkosh Corporation,67.79,5070320918,n/a,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/osk
OUT,OUTFRONT Media Inc.,22.6,3132074020,n/a,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/out
OC,Owens Corning Inc,65,7273668935,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/oc
OI,"Owens-Illinois, Inc.",22.95,3733921693,n/a,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/oi
PKG,Packaging Corporation of America,105.76,9963148826,n/a,2000,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/pkg
PAM,Pampa Energia S.A.,62.46,4588300794,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/pam
PGRE,"Paramount Group, Inc.",16.4,3794629048,n/a,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/pgre
PK,Park Hotels & Resorts Inc.,27.84,5981017620,n/a,2016,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/pk
PE,"Parsley Energy, Inc.",28.6,8990236970,n/a,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pe
PTHN,Patheon N.V.,34.79,5049288885,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pthn
PAYC,"Paycom Software, Inc.",67.5,4011338970,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/payc
PBF,PBF Energy Inc.,22.17,2431777240,n/a,2012,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/pbf
BTU,Peabody Energy Corporation,25.12,2441664000,n/a,2017,Energy,Coal Mining,http://www.nasdaq.com/symbol/btu
PSO,"Pearson, Plc",9.09,7473131821,n/a,n/a,Consumer Services,Books,http://www.nasdaq.com/symbol/pso
PEB,Pebblebrook Hotel Trust,32.87,2286094826,n/a,2009,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/peb
PAG,"Penske Automotive Group, Inc.",43.05,3708469926,n/a,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/pag
PEN,"Penumbra, Inc.",86.85,2920518846,n/a,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/pen
PFGC,Performance Food Group Company,28.4,2946223782,n/a,2015,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/pfgc
PKI,"PerkinElmer, Inc.",64.13,7056801904,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/pki
PZE,Petrobras Argentina S.A.,12.79,2582603893,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pze
PSXP,Phillips 66 Partners LP,47.24,5098466473,n/a,2013,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/psxp
DOC,Physicians Realty Trust,21,3223427088,n/a,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/doc
PDM,"Piedmont Office Realty Trust, Inc.",21.62,3142638728,n/a,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/pdm
PCI,PIMCO Dynamic Credit and Mortgage Income Fund,22.15,3039453390,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/pci
PF,"Pinnacle Foods, Inc.",60.71,7204880913,n/a,2013,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/pf
PNW,Pinnacle West Capital Corporation,87.5,9761537363,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/pnw
PBI,Pitney Bowes Inc.,15.39,2870250359,n/a,n/a,Miscellaneous,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/pbi
PAGP,"Plains Group Holdings, L.P.",26.32,4008015075,n/a,2013,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/pagp
PLNT,"Planet Fitness, Inc.",21.99,2162715005,n/a,2015,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/plnt
PAH,Platform Specialty Products Corporation,12.39,3545732485,n/a,2014,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/pah
PHI,PLDT Inc.,37.02,7998384791,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/phi
PNM,"PNM Resources, Inc. (Holding Co.)",39.2,3122422061,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/pnm
PII,Polaris Industries Inc.,90.2,5681983303,n/a,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/pii
POL,PolyOne Corporation,38.42,3141063561,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/pol
POR,Portland General Electric Company,47.16,4200448908,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/por
POST,"Post Holdings, Inc.",84.65,5609519411,n/a,2012,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/post
PBH,"Prestige Brand Holdings, Inc.",51.94,2750489608,n/a,2005,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pbh
PRI,"Primerica, Inc.",75.65,3442254291,n/a,2010,Finance,Life Insurance,http://www.nasdaq.com/symbol/pri
PRA,ProAssurance Corporation,59.9,3198438849,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/pra
PB,"Prosperity Bancshares, Inc.",68.33,4748201272,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pb
PSB,"PS Business Parks, Inc.",132.05,3589976005,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/psb
PHM,"PulteGroup, Inc.",24.12,7609953875,n/a,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/phm
PSTG,"Pure Storage, Inc. ",12.66,2642216251,n/a,2015,Technology,Electronic Components,http://www.nasdaq.com/symbol/pstg
PVH,PVH Corp.,105.61,8221314581,n/a,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/pvh
QEP,"QEP Resources, Inc.",10.57,2542128432,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/qep
QTS,"QTS Realty Trust, Inc.",53.18,2554889833,n/a,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/qts
PWR,"Quanta Services, Inc.",33,4887682998,n/a,n/a,Capital Goods,Engineering & Construction,http://www.nasdaq.com/symbol/pwr
CTX,Qwest Corporation,25.53,3199409694,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctx
RDN,Radian Group Inc.,17.15,3688881497,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/rdn
RL,Ralph Lauren Corporation,70.03,5672097498,n/a,1997,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/rl
RRC,Range Resources Corporation,23.94,5927312309,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rrc
RYN,Rayonier Inc.,28.96,3730849236,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ryn
RLGY,Realogy Holdings Corp.,30.05,4146715673,n/a,2012,Finance,Real Estate,http://www.nasdaq.com/symbol/rlgy
RBC,Regal Beloit Corporation,82,3674377852,n/a,n/a,Consumer Durables,Metal Fabrications,http://www.nasdaq.com/symbol/rbc
RGC,Regal Entertainment Group,20.4,3203475648,n/a,2002,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/rgc
RGA,"Reinsurance Group of America, Incorporated",127.94,8238330903,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/rga
RS,Reliance Steel & Aluminum Co.,76.58,5581320561,n/a,1994,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/rs
RNR,RenaissanceRe Holdings Ltd.,140.3,5699275158,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/rnr
RPAI,"Retail Properties of America, Inc.",12.92,3060595828,n/a,2012,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rpai
RXN,Rexnord Corporation,23.68,2454699537,n/a,2012,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rxn
